"Exploration and Deposit Appraisal(1), Expenditures Category",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2020,Nova Scotia ,Diamond Drilling (Surface and Underground),34.555,Metres (thousands)
2020,Nova Scotia ,Diamond Drilling (Surface and Underground),5210.25,Cost (thousands of dollars)
2020,Nova Scotia ,Other Drilling (Surface and Underground),17.01,Metres (thousands)
2020,Nova Scotia ,Other Drilling (Surface and Underground),2582.646,Cost (thousands of dollars)
2020,Nova Scotia ,Geochemistry and Geology,3427.04,(thousands of dollars)
2020,Nova Scotia ,Geophysics,258.83,(thousands of dollars)
2020,Nova Scotia ,Rock Work(2),231,(thousands of dollars)
2020,Nova Scotia ,Other Field Costs,1830.321,(thousands of dollars)
2020,Nova Scotia ,"Engineering, Economic and Feasibility Studies",2951.944,(thousands of dollars)
2020,Nova Scotia ,"Mineral Leases, Claims, Line Cutting and Head Office",5354.866,(thousands of dollars)
2020,Nova Scotia ,Environment,4350.249,(thousands of dollars)
2020,Nova Scotia ,Land Access,151,(thousands of dollars)
2020,Nova Scotia ,Grand Total,26348.146,(thousands of dollars)
2020,New Brunswick,Diamond Drilling (Surface and Underground),50.184,Metres (thousands)
2020,New Brunswick,Diamond Drilling (Surface and Underground),7547.522,Cost (thousands of dollars)
2020,New Brunswick,Other Drilling (Surface and Underground),0.624,Metres (thousands)
2020,New Brunswick,Other Drilling (Surface and Underground),55.713,Cost (thousands of dollars)
2020,New Brunswick,Geochemistry and Geology,1991.176,(thousands of dollars)
2020,New Brunswick,Geophysics,440.395,(thousands of dollars)
2020,New Brunswick,Rock Work(2),285.716,(thousands of dollars)
2020,New Brunswick,Other Field Costs,132.81,(thousands of dollars)
2020,New Brunswick,"Engineering, Economic and Feasibility Studies",161,(thousands of dollars)
2020,New Brunswick,"Mineral Leases, Claims, Line Cutting and Head Office",3076.136,(thousands of dollars)
2020,New Brunswick,Environment,141.783,(thousands of dollars)
2020,New Brunswick,Land Access,224,(thousands of dollars)
2020,New Brunswick,Grand Total,14056.251,(thousands of dollars)
2020,Quebec,Diamond Drilling (Surface and Underground),1417.462,Metres (thousands)
2020,Quebec,Diamond Drilling (Surface and Underground),245767.782,Cost (thousands of dollars)
2020,Quebec,Other Drilling (Surface and Underground),11.208,Metres (thousands)
2020,Quebec,Other Drilling (Surface and Underground),2576.817,Cost (thousands of dollars)
2020,Quebec,Geochemistry and Geology,42431.532,(thousands of dollars)
2020,Quebec,Geophysics,16129.582,(thousands of dollars)
2020,Quebec,Rock Work(2),112762.949,(thousands of dollars)
2020,Quebec,Other Field Costs,41914.531,(thousands of dollars)
2020,Quebec,"Engineering, Economic and Feasibility Studies",24291.915,(thousands of dollars)
2020,Quebec,"Mineral Leases, Claims, Line Cutting and Head Office",34048.27,(thousands of dollars)
2020,Quebec,Environment,12083.546,(thousands of dollars)
2020,Quebec,Land Access,2008.341,(thousands of dollars)
2020,Quebec,Grand Total,534015.265,(thousands of dollars)
2020,Ontario,Diamond Drilling (Surface and Underground),1669.935,Metres (thousands)
2020,Ontario,Diamond Drilling (Surface and Underground),274587.538,Cost (thousands of dollars)
2020,Ontario,Other Drilling (Surface and Underground),13.407,Metres (thousands)
2020,Ontario,Other Drilling (Surface and Underground),3524.4,Cost (thousands of dollars)
2020,Ontario,Geochemistry and Geology,80008.3325,(thousands of dollars)
2020,Ontario,Geophysics,18330.5035,(thousands of dollars)
2020,Ontario,Rock Work(2),59770.048,(thousands of dollars)
2020,Ontario,Other Field Costs,21602.162,(thousands of dollars)
2020,Ontario,"Engineering, Economic and Feasibility Studies",51122.845,(thousands of dollars)
2020,Ontario,"Mineral Leases, Claims, Line Cutting and Head Office",41392.646,(thousands of dollars)
2020,Ontario,Environment,11587.392,(thousands of dollars)
2020,Ontario,Land Access,4257.179,(thousands of dollars)
2020,Ontario,Grand Total,566183.046,(thousands of dollars)
2020,Manitoba,Diamond Drilling (Surface and Underground),152.859,Metres (thousands)
2020,Manitoba,Diamond Drilling (Surface and Underground),32473.778,Cost (thousands of dollars)
2020,Manitoba,Other Drilling (Surface and Underground),0,Metres (thousands)
2020,Manitoba,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2020,Manitoba,Geochemistry and Geology,7442.94,(thousands of dollars)
2020,Manitoba,Geophysics,2321.728,(thousands of dollars)
2020,Manitoba,Rock Work(2),0,(thousands of dollars)
2020,Manitoba,Other Field Costs,8169.932,(thousands of dollars)
2020,Manitoba,"Engineering, Economic and Feasibility Studies",1457.493,(thousands of dollars)
2020,Manitoba,"Mineral Leases, Claims, Line Cutting and Head Office",5165.933,(thousands of dollars)
2020,Manitoba,Environment,4658.077,(thousands of dollars)
2020,Manitoba,Land Access,22.291,(thousands of dollars)
2020,Manitoba,Grand Total,61712.172,(thousands of dollars)
2020,Saskatchewan,Diamond Drilling (Surface and Underground),151.845,Metres (thousands)
2020,Saskatchewan,Diamond Drilling (Surface and Underground),31037.688,Cost (thousands of dollars)
2020,Saskatchewan,Other Drilling (Surface and Underground),30.859,Metres (thousands)
2020,Saskatchewan,Other Drilling (Surface and Underground),5623.336,Cost (thousands of dollars)
2020,Saskatchewan,Geochemistry and Geology,10063.577,(thousands of dollars)
2020,Saskatchewan,Geophysics,7038.732,(thousands of dollars)
2020,Saskatchewan,Rock Work(2),0,(thousands of dollars)
2020,Saskatchewan,Other Field Costs,19247.437,(thousands of dollars)
2020,Saskatchewan,"Engineering, Economic and Feasibility Studies",34137.495,(thousands of dollars)
2020,Saskatchewan,"Mineral Leases, Claims, Line Cutting and Head Office",40929.798,(thousands of dollars)
2020,Saskatchewan,Environment,8085.199,(thousands of dollars)
2020,Saskatchewan,Land Access,2351.891,(thousands of dollars)
2020,Saskatchewan,Grand Total,158515.153,(thousands of dollars)
2020,Alberta,Diamond Drilling (Surface and Underground),22.5,Metres (thousands)
2020,Alberta,Diamond Drilling (Surface and Underground),13015,Cost (thousands of dollars)
2020,Alberta,Other Drilling (Surface and Underground),6.924,Metres (thousands)
2020,Alberta,Other Drilling (Surface and Underground),1390.345,Cost (thousands of dollars)
2020,Alberta,Geochemistry and Geology,1141.207,(thousands of dollars)
2020,Alberta,Geophysics,1508.956,(thousands of dollars)
2020,Alberta,Rock Work(2),0,(thousands of dollars)
2020,Alberta,Other Field Costs,0,(thousands of dollars)
2020,Alberta,"Engineering, Economic and Feasibility Studies",17419.752,(thousands of dollars)
2020,Alberta,"Mineral Leases, Claims, Line Cutting and Head Office",6859.756,(thousands of dollars)
2020,Alberta,Environment,3670.808,(thousands of dollars)
2020,Alberta,Land Access,1593.028,(thousands of dollars)
2020,Alberta,Grand Total,46598.852,(thousands of dollars)
2020,British Columbia,Diamond Drilling (Surface and Underground),851.3205,Metres (thousands)
2020,British Columbia,Diamond Drilling (Surface and Underground),203720.2615,Cost (thousands of dollars)
2020,British Columbia,Other Drilling (Surface and Underground),42.386,Metres (thousands)
2020,British Columbia,Other Drilling (Surface and Underground),7186.471,Cost (thousands of dollars)
2020,British Columbia,Geochemistry and Geology,53715.815,(thousands of dollars)
2020,British Columbia,Geophysics,8263.0865,(thousands of dollars)
2020,British Columbia,Rock Work(2),33723.169,(thousands of dollars)
2020,British Columbia,Other Field Costs,49108.652,(thousands of dollars)
2020,British Columbia,"Engineering, Economic and Feasibility Studies",76130.682,(thousands of dollars)
2020,British Columbia,"Mineral Leases, Claims, Line Cutting and Head Office",36014.206,(thousands of dollars)
2020,British Columbia,Environment,41339.347,(thousands of dollars)
2020,British Columbia,Land Access,4258.779,(thousands of dollars)
2020,British Columbia,Grand Total,513460.469,(thousands of dollars)
2020,Yukon,Diamond Drilling (Surface and Underground),95.248,Metres (thousands)
2020,Yukon,Diamond Drilling (Surface and Underground),33749.632,Cost (thousands of dollars)
2020,Yukon,Other Drilling (Surface and Underground),9.347,Metres (thousands)
2020,Yukon,Other Drilling (Surface and Underground),2367.78,Cost (thousands of dollars)
2020,Yukon,Geochemistry and Geology,12206.256,(thousands of dollars)
2020,Yukon,Geophysics,2508.434,(thousands of dollars)
2020,Yukon,Rock Work(2),2640.946,(thousands of dollars)
2020,Yukon,Other Field Costs,12766.684,(thousands of dollars)
2020,Yukon,"Engineering, Economic and Feasibility Studies",5748.711,(thousands of dollars)
2020,Yukon,"Mineral Leases, Claims, Line Cutting and Head Office",3747.942,(thousands of dollars)
2020,Yukon,Environment,5898.284,(thousands of dollars)
2020,Yukon,Land Access,1925.419,(thousands of dollars)
2020,Yukon,Grand Total,83560.088,(thousands of dollars)
2020,Northwest Territories,Diamond Drilling (Surface and Underground),57.845,Metres (thousands)
2020,Northwest Territories,Diamond Drilling (Surface and Underground),15347.944,Cost (thousands of dollars)
2020,Northwest Territories,Other Drilling (Surface and Underground),0,Metres (thousands)
2020,Northwest Territories,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2020,Northwest Territories,Geochemistry and Geology,6139.175,(thousands of dollars)
2020,Northwest Territories,Geophysics,1119.441,(thousands of dollars)
2020,Northwest Territories,Rock Work(2),1000,(thousands of dollars)
2020,Northwest Territories,Other Field Costs,6981.21,(thousands of dollars)
2020,Northwest Territories,"Engineering, Economic and Feasibility Studies",5519.643,(thousands of dollars)
2020,Northwest Territories,"Mineral Leases, Claims, Line Cutting and Head Office",1113.775,(thousands of dollars)
2020,Northwest Territories,Environment,4543.986,(thousands of dollars)
2020,Northwest Territories,Land Access,160.18,(thousands of dollars)
2020,Northwest Territories,Grand Total,41925.354,(thousands of dollars)
2020,Nunavut,Diamond Drilling (Surface and Underground),72.751,Metres (thousands)
2020,Nunavut,Diamond Drilling (Surface and Underground),21607.377,Cost (thousands of dollars)
2020,Nunavut,Other Drilling (Surface and Underground),1.019,Metres (thousands)
2020,Nunavut,Other Drilling (Surface and Underground),898.95,Cost (thousands of dollars)
2020,Nunavut,Geochemistry and Geology,5924.033,(thousands of dollars)
2020,Nunavut,Geophysics,747.709,(thousands of dollars)
2020,Nunavut,Rock Work(2),12237.466,(thousands of dollars)
2020,Nunavut,Other Field Costs,4949.266,(thousands of dollars)
2020,Nunavut,"Engineering, Economic and Feasibility Studies",12540.086,(thousands of dollars)
2020,Nunavut,"Mineral Leases, Claims, Line Cutting and Head Office",5771.71,(thousands of dollars)
2020,Nunavut,Environment,6014.589,(thousands of dollars)
2020,Nunavut,Land Access,58.425,(thousands of dollars)
2020,Nunavut,Grand Total,70749.611,(thousands of dollars)
2020,Total,Diamond Drilling (Surface and Underground),4745.4345,Metres (thousands)
2020,Total,Diamond Drilling (Surface and Underground),913956.6295,Cost (thousands of dollars)
2020,Total,Other Drilling (Surface and Underground),134.659,Metres (thousands)
2020,Total,Other Drilling (Surface and Underground),26679.914,Cost (thousands of dollars)
2020,Total,Geochemistry and Geology,236083.3905,(thousands of dollars)
2020,Total,Geophysics,62837.158,(thousands of dollars)
2020,Total,Rock Work(2),223384.132,(thousands of dollars)
2020,Total,Other Field Costs,170347.059,(thousands of dollars)
2020,Total,"Engineering, Economic and Feasibility Studies",238651.128,(thousands of dollars)
2020,Total,"Mineral Leases, Claims, Line Cutting and Head Office",196133.693,(thousands of dollars)
2020,Total,Environment,106255.768,(thousands of dollars)
2020,Total,Land Access,17045.686,(thousands of dollars)
2020,Total,Grand Total,2191374.558,(thousands of dollars)
2020,Percentage of grand total ,Diamond Drilling (Surface and Underground),n.a.,Metres (%)
2020,Percentage of grand total ,Diamond Drilling (Surface and Underground),41.7070019437544,Cost (%)
2020,Percentage of grand total ,Other Drilling (Surface and Underground),n.a.,Metres (%)
2020,Percentage of grand total ,Other Drilling (Surface and Underground),1.21749674890585,Cost (%)
2020,Percentage of grand total ,Geochemistry and Geology,10.7733016082593,(%)
2020,Percentage of grand total ,Geophysics,2.86747684327181,(%)
2020,Percentage of grand total ,Rock Work(2),10.1937905222317,(%)
2020,Percentage of grand total ,Other Field Costs,7.77352545132542,(%)
2020,Percentage of grand total ,"Engineering, Economic and Feasibility Studies",10.8904763509625,(%)
2020,Percentage of grand total ,"Mineral Leases, Claims, Line Cutting and Head Office",8.9502587444022,(%)
2020,Percentage of grand total ,Environment,4.84881818181627,(%)
2020,Percentage of grand total ,Land Access,0.777853605070466,(%)
2020,Percentage of grand total ,Grand Total,100,(%)
2019,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),134.456,Metres (thousands)
2019,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),23729.29,Cost (thousands of dollars)
2019,Newfoundland and Labrador,Other Drilling (Surface and Underground),2,Metres (thousands)
2019,Newfoundland and Labrador,Other Drilling (Surface and Underground),500,Cost (thousands of dollars)
2019,Newfoundland and Labrador,Geochemistry and Geology,9410.094,(thousands of dollars)
2019,Newfoundland and Labrador,Geophysics,1809.287,(thousands of dollars)
2019,Newfoundland and Labrador,Rock Work(2),552.33,(thousands of dollars)
2019,Newfoundland and Labrador,Other Field Costs,2948.25,(thousands of dollars)
2019,Newfoundland and Labrador,"Engineering, Economic and Feasibility Studies",4665.38,(thousands of dollars)
2019,Newfoundland and Labrador,"Mineral Leases, Claims, Line Cutting and Head Office",4955.974,(thousands of dollars)
2019,Newfoundland and Labrador,Environment,1568.971,(thousands of dollars)
2019,Newfoundland and Labrador,Land Access,150.862,(thousands of dollars)
2019,Newfoundland and Labrador,Grand Total,50290.438,(thousands of dollars)
2019,Nova Scotia ,Diamond Drilling (Surface and Underground),38.477,Metres (thousands)
2019,Nova Scotia ,Diamond Drilling (Surface and Underground),10451.447,Cost (thousands of dollars)
2019,Nova Scotia ,Other Drilling (Surface and Underground),0.195,Metres (thousands)
2019,Nova Scotia ,Other Drilling (Surface and Underground),87.288,Cost (thousands of dollars)
2019,Nova Scotia ,Geochemistry and Geology,9002.608,(thousands of dollars)
2019,Nova Scotia ,Geophysics,1502.041,(thousands of dollars)
2019,Nova Scotia ,Rock Work(2),3000,(thousands of dollars)
2019,Nova Scotia ,Other Field Costs,90.011,(thousands of dollars)
2019,Nova Scotia ,"Engineering, Economic and Feasibility Studies",7811.192,(thousands of dollars)
2019,Nova Scotia ,"Mineral Leases, Claims, Line Cutting and Head Office",1554.57,(thousands of dollars)
2019,Nova Scotia ,Environment,4430,(thousands of dollars)
2019,Nova Scotia ,Land Access,0,(thousands of dollars)
2019,Nova Scotia ,Grand Total,37929.157,(thousands of dollars)
2019,New Brunswick,Diamond Drilling (Surface and Underground),42.306,Metres (thousands)
2019,New Brunswick,Diamond Drilling (Surface and Underground),3691.837,Cost (thousands of dollars)
2019,New Brunswick,Other Drilling (Surface and Underground),0,Metres (thousands)
2019,New Brunswick,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2019,New Brunswick,Geochemistry and Geology,2741.303,(thousands of dollars)
2019,New Brunswick,Geophysics,1627.2335,(thousands of dollars)
2019,New Brunswick,Rock Work(2),1197.577,(thousands of dollars)
2019,New Brunswick,Other Field Costs,139.168,(thousands of dollars)
2019,New Brunswick,"Engineering, Economic and Feasibility Studies",98.262,(thousands of dollars)
2019,New Brunswick,"Mineral Leases, Claims, Line Cutting and Head Office",2598.972,(thousands of dollars)
2019,New Brunswick,Environment,227.57,(thousands of dollars)
2019,New Brunswick,Land Access,375,(thousands of dollars)
2019,New Brunswick,Grand Total,12696.9225,(thousands of dollars)
2019,Quebec,Diamond Drilling (Surface and Underground),1453.451,Metres (thousands)
2019,Quebec,Diamond Drilling (Surface and Underground),259471.755,Cost (thousands of dollars)
2019,Quebec,Other Drilling (Surface and Underground),0.406,Metres (thousands)
2019,Quebec,Other Drilling (Surface and Underground),70,Cost (thousands of dollars)
2019,Quebec,Geochemistry and Geology,34022.421,(thousands of dollars)
2019,Quebec,Geophysics,23502.866,(thousands of dollars)
2019,Quebec,Rock Work(2),53471.178,(thousands of dollars)
2019,Quebec,Other Field Costs,29859.993,(thousands of dollars)
2019,Quebec,"Engineering, Economic and Feasibility Studies",24219.511,(thousands of dollars)
2019,Quebec,"Mineral Leases, Claims, Line Cutting and Head Office",41776.332,(thousands of dollars)
2019,Quebec,Environment,18933.049,(thousands of dollars)
2019,Quebec,Land Access,17832.288,(thousands of dollars)
2019,Quebec,Grand Total,503159.393,(thousands of dollars)
2019,Ontario,Diamond Drilling (Surface and Underground),1357.052,Metres (thousands)
2019,Ontario,Diamond Drilling (Surface and Underground),242993.887,Cost (thousands of dollars)
2019,Ontario,Other Drilling (Surface and Underground),56.151,Metres (thousands)
2019,Ontario,Other Drilling (Surface and Underground),11240.434,Cost (thousands of dollars)
2019,Ontario,Geochemistry and Geology,60268.924,(thousands of dollars)
2019,Ontario,Geophysics,19384.579,(thousands of dollars)
2019,Ontario,Rock Work(2),49292.553,(thousands of dollars)
2019,Ontario,Other Field Costs,31210.667,(thousands of dollars)
2019,Ontario,"Engineering, Economic and Feasibility Studies",44577.59,(thousands of dollars)
2019,Ontario,"Mineral Leases, Claims, Line Cutting and Head Office",38422.399,(thousands of dollars)
2019,Ontario,Environment,14377.029,(thousands of dollars)
2019,Ontario,Land Access,11454.16,(thousands of dollars)
2019,Ontario,Grand Total,523222.222,(thousands of dollars)
2019,Manitoba,Diamond Drilling (Surface and Underground),178.005,Metres (thousands)
2019,Manitoba,Diamond Drilling (Surface and Underground),38809.438,Cost (thousands of dollars)
2019,Manitoba,Other Drilling (Surface and Underground),0,Metres (thousands)
2019,Manitoba,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2019,Manitoba,Geochemistry and Geology,8883.425,(thousands of dollars)
2019,Manitoba,Geophysics,3065.226,(thousands of dollars)
2019,Manitoba,Rock Work(2),0,(thousands of dollars)
2019,Manitoba,Other Field Costs,7153.143,(thousands of dollars)
2019,Manitoba,"Engineering, Economic and Feasibility Studies",7613.76,(thousands of dollars)
2019,Manitoba,"Mineral Leases, Claims, Line Cutting and Head Office",7357.133,(thousands of dollars)
2019,Manitoba,Environment,4443.506,(thousands of dollars)
2019,Manitoba,Land Access,150,(thousands of dollars)
2019,Manitoba,Grand Total,77475.631,(thousands of dollars)
2019,Saskatchewan,Diamond Drilling (Surface and Underground),266.457,Metres (thousands)
2019,Saskatchewan,Diamond Drilling (Surface and Underground),77286.036,Cost (thousands of dollars)
2019,Saskatchewan,Other Drilling (Surface and Underground),12.106,Metres (thousands)
2019,Saskatchewan,Other Drilling (Surface and Underground),41604.076,Cost (thousands of dollars)
2019,Saskatchewan,Geochemistry and Geology,8905.498,(thousands of dollars)
2019,Saskatchewan,Geophysics,8505.782,(thousands of dollars)
2019,Saskatchewan,Rock Work(2),14057.285,(thousands of dollars)
2019,Saskatchewan,Other Field Costs,24294.46,(thousands of dollars)
2019,Saskatchewan,"Engineering, Economic and Feasibility Studies",34662.435,(thousands of dollars)
2019,Saskatchewan,"Mineral Leases, Claims, Line Cutting and Head Office",56099.519,(thousands of dollars)
2019,Saskatchewan,Environment,9303.804,(thousands of dollars)
2019,Saskatchewan,Land Access,2735.621,(thousands of dollars)
2019,Saskatchewan,Grand Total,277454.516,(thousands of dollars)
2019,Alberta,Diamond Drilling (Surface and Underground),1,Metres (thousands)
2019,Alberta,Diamond Drilling (Surface and Underground),563,Cost (thousands of dollars)
2019,Alberta,Other Drilling (Surface and Underground),1.322,Metres (thousands)
2019,Alberta,Other Drilling (Surface and Underground),927.027,Cost (thousands of dollars)
2019,Alberta,Geochemistry and Geology,1062.081,(thousands of dollars)
2019,Alberta,Geophysics,275.69,(thousands of dollars)
2019,Alberta,Rock Work(2),0,(thousands of dollars)
2019,Alberta,Other Field Costs,1850,(thousands of dollars)
2019,Alberta,"Engineering, Economic and Feasibility Studies",35820.359,(thousands of dollars)
2019,Alberta,"Mineral Leases, Claims, Line Cutting and Head Office",8415.683,(thousands of dollars)
2019,Alberta,Environment,2685.058,(thousands of dollars)
2019,Alberta,Land Access,1595.772,(thousands of dollars)
2019,Alberta,Grand Total,53194.67,(thousands of dollars)
2019,British Columbia,Diamond Drilling (Surface and Underground),538.737,Metres (thousands)
2019,British Columbia,Diamond Drilling (Surface and Underground),135312.313,Cost (thousands of dollars)
2019,British Columbia,Other Drilling (Surface and Underground),10.998,Metres (thousands)
2019,British Columbia,Other Drilling (Surface and Underground),3158.807,Cost (thousands of dollars)
2019,British Columbia,Geochemistry and Geology,44433.783,(thousands of dollars)
2019,British Columbia,Geophysics,8680.53,(thousands of dollars)
2019,British Columbia,Rock Work(2),24811.482,(thousands of dollars)
2019,British Columbia,Other Field Costs,47958.699,(thousands of dollars)
2019,British Columbia,"Engineering, Economic and Feasibility Studies",45670.663,(thousands of dollars)
2019,British Columbia,"Mineral Leases, Claims, Line Cutting and Head Office",36885.258,(thousands of dollars)
2019,British Columbia,Environment,29245.449,(thousands of dollars)
2019,British Columbia,Land Access,12500.481,(thousands of dollars)
2019,British Columbia,Grand Total,388657.465,(thousands of dollars)
2019,Yukon,Diamond Drilling (Surface and Underground),162.567,Metres (thousands)
2019,Yukon,Diamond Drilling (Surface and Underground),62586.609,Cost (thousands of dollars)
2019,Yukon,Other Drilling (Surface and Underground),64.762,Metres (thousands)
2019,Yukon,Other Drilling (Surface and Underground),8998.534,Cost (thousands of dollars)
2019,Yukon,Geochemistry and Geology,21460.728,(thousands of dollars)
2019,Yukon,Geophysics,1942.326,(thousands of dollars)
2019,Yukon,Rock Work(2),275,(thousands of dollars)
2019,Yukon,Other Field Costs,23388.373,(thousands of dollars)
2019,Yukon,"Engineering, Economic and Feasibility Studies",17271.797,(thousands of dollars)
2019,Yukon,"Mineral Leases, Claims, Line Cutting and Head Office",18161.915,(thousands of dollars)
2019,Yukon,Environment,6524.514,(thousands of dollars)
2019,Yukon,Land Access,5590.73,(thousands of dollars)
2019,Yukon,Grand Total,166200.526,(thousands of dollars)
2019,Northwest Territories,Diamond Drilling (Surface and Underground),64.177,Metres (thousands)
2019,Northwest Territories,Diamond Drilling (Surface and Underground),17163.4,Cost (thousands of dollars)
2019,Northwest Territories,Other Drilling (Surface and Underground),1.862,Metres (thousands)
2019,Northwest Territories,Other Drilling (Surface and Underground),790.26,Cost (thousands of dollars)
2019,Northwest Territories,Geochemistry and Geology,25759.181,(thousands of dollars)
2019,Northwest Territories,Geophysics,1853.025,(thousands of dollars)
2019,Northwest Territories,Rock Work(2),0,(thousands of dollars)
2019,Northwest Territories,Other Field Costs,13706.826,(thousands of dollars)
2019,Northwest Territories,"Engineering, Economic and Feasibility Studies",10753.802,(thousands of dollars)
2019,Northwest Territories,"Mineral Leases, Claims, Line Cutting and Head Office",1424.761,(thousands of dollars)
2019,Northwest Territories,Environment,8087.299,(thousands of dollars)
2019,Northwest Territories,Land Access,256.362,(thousands of dollars)
2019,Northwest Territories,Grand Total,79794.916,(thousands of dollars)
2019,Nunavut,Diamond Drilling (Surface and Underground),121.764,Metres (thousands)
2019,Nunavut,Diamond Drilling (Surface and Underground),48817.866,Cost (thousands of dollars)
2019,Nunavut,Other Drilling (Surface and Underground),0,Metres (thousands)
2019,Nunavut,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2019,Nunavut,Geochemistry and Geology,5927.535,(thousands of dollars)
2019,Nunavut,Geophysics,2421.126,(thousands of dollars)
2019,Nunavut,Rock Work(2),13910.299,(thousands of dollars)
2019,Nunavut,Other Field Costs,5187.246,(thousands of dollars)
2019,Nunavut,"Engineering, Economic and Feasibility Studies",20100.052,(thousands of dollars)
2019,Nunavut,"Mineral Leases, Claims, Line Cutting and Head Office",12914.264,(thousands of dollars)
2019,Nunavut,Environment,5690.656,(thousands of dollars)
2019,Nunavut,Land Access,1414.39,(thousands of dollars)
2019,Nunavut,Grand Total,116383.434,(thousands of dollars)
2019,Total,Diamond Drilling (Surface and Underground),4358.449,Metres (thousands)
2019,Total,Diamond Drilling (Surface and Underground),920876.878,Cost (thousands of dollars)
2019,Total,Other Drilling (Surface and Underground),149.802,Metres (thousands)
2019,Total,Other Drilling (Surface and Underground),67376.426,Cost (thousands of dollars)
2019,Total,Geochemistry and Geology,231877.581,(thousands of dollars)
2019,Total,Geophysics,74569.7115,(thousands of dollars)
2019,Total,Rock Work(2),160567.704,(thousands of dollars)
2019,Total,Other Field Costs,187786.836,(thousands of dollars)
2019,Total,"Engineering, Economic and Feasibility Studies",253264.803,(thousands of dollars)
2019,Total,"Mineral Leases, Claims, Line Cutting and Head Office",230566.78,(thousands of dollars)
2019,Total,Environment,105516.905,(thousands of dollars)
2019,Total,Land Access,54055.666,(thousands of dollars)
2019,Total,Grand Total,2286459.2905,(thousands of dollars)
2019,Percentage of grand total ,Diamond Drilling (Surface and Underground),n.a.,Metres (%)
2019,Percentage of grand total ,Diamond Drilling (Surface and Underground),40.2752361184014,Cost (%)
2019,Percentage of grand total ,Other Drilling (Surface and Underground),n.a.,Metres (%)
2019,Percentage of grand total ,Other Drilling (Surface and Underground),2.94675817233843,Cost (%)
2019,Percentage of grand total ,Geochemistry and Geology,10.1413387049324,(%)
2019,Percentage of grand total ,Geophysics,3.26136187116164,(%)
2019,Percentage of grand total ,Rock Work(2),7.02254812351753,(%)
2019,Percentage of grand total ,Other Field Costs,8.21299713405066,(%)
2019,Percentage of grand total ,"Engineering, Economic and Feasibility Studies",11.0767247880725,(%)
2019,Percentage of grand total ,"Mineral Leases, Claims, Line Cutting and Head Office",10.0840098469271,(%)
2019,Percentage of grand total ,Environment,4.61486042801688,(%)
2019,Percentage of grand total ,Land Access,2.36416481258143,(%)
2019,Percentage of grand total ,Grand Total,100,(%)
2018,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),117.387,Metres (thousands)
2018,Newfoundland and Labrador,Diamond Drilling (Surface and Underground),19184.43,Cost (thousands of dollars)
2018,Newfoundland and Labrador,Other Drilling (Surface and Underground),0,Metres (thousands)
2018,Newfoundland and Labrador,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
2018,Newfoundland and Labrador,Geochemistry and Geology,10511.388,(thousands of dollars)
2018,Newfoundland and Labrador,Geophysics,1808.562,(thousands of dollars)
2018,Newfoundland and Labrador,Rock Work(2),464.392,(thousands of dollars)
2018,Newfoundland and Labrador,Other Field Costs,2158.438,(thousands of dollars)
2018,Newfoundland and Labrador,"Engineering, Economic and Feasibility Studies",2585.627,(thousands of dollars)
2018,Newfoundland and Labrador,"Mineral Leases, Claims, Line Cutting and Head Office",9242.849,(thousands of dollars)
2018,Newfoundland and Labrador,Environment,716.727,(thousands of dollars)
2018,Newfoundland and Labrador,Land Access,393.733,(thousands of dollars)
2018,Newfoundland and Labrador,Grand Total,47066.146,(thousands of dollars)
2018,Nova Scotia ,Diamond Drilling (Surface and Underground),67.775,Metres (thousands)
2018,Nova Scotia ,Diamond Drilling (Surface and Underground),12619.842,Cost (thousands of dollars)
2018,Nova Scotia ,Other Drilling (Surface and Underground),2.1,Metres (thousands)
2018,Nova Scotia ,Other Drilling (Surface and Underground),222.088,Cost (thousands of dollars)
2018,Nova Scotia ,Geochemistry and Geology,3957.407,(thousands of dollars)
2018,Nova Scotia ,Geophysics,588.586,(thousands of dollars)
2018,Nova Scotia ,Rock Work(2),4161.336,(thousands of dollars)
2018,Nova Scotia ,Other Field Costs,5247.678,(thousands of dollars)
2018,Nova Scotia ,"Engineering, Economic and Feasibility Studies",7980.197,(thousands of dollars)
2018,Nova Scotia ,"Mineral Leases, Claims, Line Cutting and Head Office",1696,(thousands of dollars)
2018,Nova Scotia ,Environment,3862.93,(thousands of dollars)
2018,Nova Scotia ,Land Access,16.435,(thousands of dollars)
2018,Nova Scotia ,Grand Total,40352.499,(thousands of dollars)
2018,New Brunswick,Diamond Drilling (Surface and Underground),88.607,Metres (thousands)
2018,New Brunswick,Diamond Drilling (Surface and Underground),11887.927,Cost (thousands of dollars)
2018,New Brunswick,Other Drilling (Surface and Underground),0,Metres (thousands)
2018,New Brunswick,Other Drilling (Surface and Underground),0,Cost (thousands of dollars)
